record_id,scope,institution_id,gc_orgID,institution_name_en,institution_name_fr,bank_number_key,pib_type,title_en,title_fr,source_url_en,source_url_fr,specific_information_types_en,specific_information_types_fr,category_ids,category_count,category_max_confidence,category_ambiguous,category_unclassified,unmapped_concepts,interaction_topic_codes,interaction_topic_max_confidence,individual_role_codes,service_action_codes,question_codes,question_count,candidate_question_codes,candidate_question_count,time_follow_up_required,privacy_caveat_codes,retention_rule_type,retention_reference_events,retention_minimum_years,retention_maximum_years,retention_disposition,retention_confidence,retention_language_agreement,retention_requires_institution_contact,retention_requires_schedule_lookup,retention_has_indefinite_component,retention_has_immediate_disposal,retention_is_under_review,retention_text_en,retention_text_fr
institution:ati-schedule-i-department-of-national-defence:DND PPU 795,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 795,Public Bank,Marine Service Fees,Droits de services maritimes,,,"[""name"", ""contact information"", ""client number"", ""credit card information"", ""financial information"", ""signature"", ""point of departure"", ""destination"", ""name of vessel""]",[],PI_CAT-3|PI_CAT-5|PI_CAT-13|PI_CAT-17|PI_CAT-24,5,1.00,false,false,,access_privacy|business_regulation|contracts_procurement|transport_licensing|veterans_military,0.96,contractor_supplier|member_general_public,,,0,q_access_privacy|q_business_supplier|q_military_veterans,3,false,broad_population|possible_sharing,fixed_period,unspecified_start,6.0,6.0,destroy,medium,consistent,false,false,false,false,false,Records will be retained for six years and are then destroyed. Credit card and financial information are collected for the purpose of paying fees and are not retained after payment is processed.,"Les documents seront conservés pendant six ans, puis détruits. Les renseignements relatifs à la carte de crédit et l’information financière sont recueillis pour le paiement des droits et ne sont pas conservés une fois le paiement traité."
institution:ati-schedule-i-department-of-national-defence:DND PPU 794,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 794,Public Bank,Marine Communications and Traffic Services (MCTS),Services de communication et de trafic maritimes,,,"[""biographical information"", ""citizenship status"", ""contact information"", ""date of death"", ""gender"", ""identification numbers"", ""language"", ""medical information"", ""name"", ""opinion or views of"", ""or about"", ""individuals"", ""physical attributes"", ""age"", ""details of the emergency/incident"", ""location or position"", ""nationality"", ""aircraft"", ""vessel and/or voyage information"", ""voice recordings""]","[""renseignements biographiques"", ""statut de citoyen"", ""coordonnées"", ""date de décès"", ""sexe"", ""numéros d’identification"", ""langue"", ""renseignements médicaux"", ""nom"", ""opinions ou points de vue des personnes ou concernant ces personnes"", ""caractéristiques physiques"", ""âge"", ""détails sur l’urgence ou l’incident"", ""lieu ou la position"", ""nationalité"", ""information sur l’aéronef"", ""navire ou l’itinéraire"", ""enregistrements vocaux""]",PI_CAT-1|PI_CAT-3|PI_CAT-4|PI_CAT-9|PI_CAT-14|PI_CAT-15|PI_CAT-16|PI_CAT-17|PI_CAT-18|PI_CAT-21,10,1.00,false,false,,access_privacy|business_regulation|emergency_assistance|government_employment|health_disability|immigration_citizenship|justice_public_safety|transport_licensing|travel_border|veterans_military,0.98,contractor_supplier|government_employee|member_general_public,travelled_crossed_border,q_travel_border,1,q_access_privacy|q_business_supplier|q_emergency|q_government_work|q_health_disability|q_immigration|q_justice_safety|q_military_veterans|q_travel_border,9,true,broad_population|possible_sharing|sensitive_context,conditional_periods,last_administrative_action,7.0,7.0,destroy,low,consistent,false,false,false,false,true,"Digital recordings that are related to Search and Rescue events or VTS accidents/incidents will be retained for 7 years following the last administrative action and then destroyed. Standards for digital recordings, not related to an administrative decision being made on an individual, are under development.","Les enregistrements numériques qui sont liés aux événements de recherche et de sauvetage ou aux accidents et incidents du STM seront conservés pendant sept ans après la dernière mesure administrative, puis ils seront détruits. Les normes relatives aux enregistrements numériques, qui ne sont pas liés à une décision administrative prise de façon individuelle, sont en cours d’élaboration."
institution:ati-schedule-i-department-of-national-defence:DND PPU 793,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 793,Public Bank,Communications – Search and Rescue / Environmental Response,Communications - Recherche et sauvetage / Intervention environnementale,,,"[""name"", ""contact information"", ""biometric information"", ""date of birth"", ""medical information"", ""physical attributes""]","[""nom"", ""coordonnées"", ""renseignements biométriques"", ""date de naissance"", ""renseignements médicaux"", ""signes distinctifs""]",PI_CAT-2|PI_CAT-3|PI_CAT-8|PI_CAT-16|PI_CAT-17|PI_CAT-21,6,1.00,false,false,,emergency_assistance|health_disability|justice_public_safety|veterans_military,0.90,member_general_public,,,0,q_emergency|q_health_disability|q_justice_safety|q_military_veterans,4,false,broad_population|historical_or_ended_bank|possible_sharing|sensitive_context,fixed_period,superseded_or_obsolete,5.0,5.0,destroy,high,consistent,false,false,false,false,false,Records are retained for 5 years after superseded or concluded and then destroyed.,Les documents sont conservés pendant 5 ans après le remplacement ou l’achèvement puis détruits.
institution:ati-schedule-i-department-of-national-defence:DND PPU 797,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 797,Public Bank,National Response Team Members,Membres de l’équipe nationale d’intervention environnementale,,,"[""name"", ""contact information"", ""biographical information"", ""biometric information"", ""date of birth"", ""educational information"", ""employee identification number"", ""medical information including date of last physical examination"", ""other identification numbers"", ""physical attributes"", ""signature"", ""coat size"", ""boot size"", ""glove size""]","[""nom"", ""coordonnées"", ""informations biographiques"", ""données biométriques"", ""date de naissance"", ""éducation"", ""numéro d’identification de l’employé"", ""renseignements médicaux comprenant la date de la dernière visite médicale"", ""d’autres numéros d’identification"", ""caractéristiques physiques"", ""signature"", ""taille de manteau"", ""de botte"", ""de gant""]",PI_CAT-1|PI_CAT-2|PI_CAT-3|PI_CAT-8|PI_CAT-10|PI_CAT-16|PI_CAT-17|PI_CAT-19|PI_CAT-21|PI_CAT-24,10,1.00,true,false,education,emergency_assistance|government_employment|health_disability|veterans_military,0.96,family_dependent|government_employee,,,0,q_emergency|q_family_vital|q_government_work|q_health_disability|q_military_veterans,5,false,possible_sharing|possible_third_party_information|sensitive_context,fixed_period,unspecified_start,7.0,7.0,destroy,medium,consistent,false,false,false,false,false,"Once an individual is no longer a member of the national response team, records are retained in the program's database for seven years and then destroyed. No physical records are retained.","Lorsqu’un individu n’est plus membre de l’équipe d’intervention nationale, ses documents sont conservés dans la base de données du programme pendant sept ans, puis ils sont détruits. Aucun document physique n’est conservé."
institution:ati-schedule-i-department-of-national-defence:DND PPU 792,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 792,Public Bank,Canadian Coast Guard Competency Certificate,Certificat de compétences de la Garde côtière canadienne,,,"[""name"", ""contact information"", ""biographical information"", ""date of birth"", ""employee identification number"", ""other identification numbers (e.g. certificate numbers)"", ""photographs"", ""signature"", ""employee personnel information""]","[""nom"", ""coordonnées"", ""données biographiques"", ""date de naissance"", ""numéro d’identification d’employé"", ""d’autres numéros d’identification (p. ex., numéros de certificats)"", ""photos"", ""signature"", ""information personnelle sur l’employé""]",PI_CAT-1|PI_CAT-3|PI_CAT-8|PI_CAT-10|PI_CAT-12|PI_CAT-17|PI_CAT-19|PI_CAT-20|PI_CAT-24,9,1.00,false,false,,government_employment|veterans_military,0.96,,,,0,q_government_work|q_military_veterans,2,false,historical_or_ended_bank|possible_sharing,fixed_period,unspecified_start,50.0,50.0,transfer_to_archives,medium,consistent,false,false,false,false,false,Records are retained for 50 years and are then transferred to Library and Archives Canada as archival records.,Les documents sont conservés pendant 50 ans et transférés ensuite à Bibliothèque et Archives Canada pour y être archivés.
institution:ati-schedule-i-department-of-national-defence:DND PPU 796,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 796,Public Bank,Maritime Fleet Management – Seagoing Personnel File Information,Gestion de la flotte maritime renseignements sur les dossiers du personnel navigant,,,"[""name"", ""contact information"", ""professional certifications"", ""date of birth"", ""personal record identifier (PRI)"", ""training"", ""development courses"", ""performance reviews"", ""learning plans"", ""other employment-related requirements (e.g., firearms permits, security clearances, passport/visa information)"", ""salary information (e.g., pay group"", ""increment level)"", ""seafarer medicals"", ""related information (including any special needs identified under duty to accommodate, information required to ensure that employees receive proper medical assistance, and/or sailing limitations)"", ""employee leave transactions"", ""related leave banks""]","[""nom"", ""coordonnées"", ""certifications professionnelles"", ""date de naissance"", ""code d’identification de dossier personnel (CIDP)"", ""cours de formation"", ""de perfectionnement"", ""évaluations du rendement"", ""plans d’apprentissage"", ""toute autre exigence reliée à l’emploi (p. ex., permis de port d’arme à feu, autorisations de sécurité, renseignements sur le passeport/visa)"", ""informations salariales (p. ex., le groupe de paiement"", ""niveau d’augmentation)"", ""examens médicaux des gens de mer"", ""renseignements connexes (y compris tous les besoins spéciaux déterminés dans le cadre de l’obligation de prendre des mesures d’adaptation, les renseignements requis pour s’assurer que les employés reçoivent l’aide médicale appropriée, et/ou les restrictions en matière de navigation)"", ""transactions de congés des employés"", ""banques de congés connexes""]",PI_CAT-3|PI_CAT-8|PI_CAT-10|PI_CAT-12|PI_CAT-17,5,1.00,false,false,,business_regulation|emergency_assistance|government_employment|health_disability|immigration_citizenship|transport_licensing|travel_border|veterans_military,0.99,family_dependent,,q_government_work,1,q_business_supplier|q_emergency|q_family_vital|q_government_work|q_health_disability|q_immigration|q_military_veterans|q_travel_border,8,true,possible_sharing|possible_third_party_information|sensitive_context,fixed_period,last_administrative_action|employment_or_service_end,5.0,5.0,unknown,medium,consistent,false,false,false,false,false,"Records are retained for 5 years after the duration of employment, and after the last administrative action, then transferred to the employee personnel file.","Les documents sont conservés pendant 5 ans après la durée de l’emploi et après la dernière action administrative, les documents sont transférés au dossier personnel de l’employé."
institution:ati-schedule-i-department-of-national-defence:DND PPU 798,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 798,Public Bank,Recruitment and Staffing – Fleet,Recrutement et dotation - Flotte,,,"[""name"", ""contact information"", ""biographical information"", ""biometric information"", ""citizenship status"", ""criminal checks/history"", ""date and place of birth"", ""educational information"", ""employee identification number"", ""employment equity information"", ""employee personnel information"", ""medical information"", ""physical attributes"", ""signature"", ""letters of recommendation""]","[""nom"", ""coordonnées"", ""renseignements biographiques"", ""renseignements biométriques"", ""statut de citoyen"", ""vérifications judiciaires"", ""antécédents criminels"", ""date et lieu de naissance"", ""renseignements sur les études"", ""numéro d’identification d’employé"", ""renseignements sur l’équité en emploi"", ""renseignements personnels de l’employé"", ""renseignements médicaux"", ""signes distinctifs"", ""signature"", ""lettres de recommandation""]",PI_CAT-1|PI_CAT-2|PI_CAT-3|PI_CAT-4|PI_CAT-7|PI_CAT-10|PI_CAT-11|PI_CAT-12|PI_CAT-16|PI_CAT-17|PI_CAT-21|PI_CAT-22|PI_CAT-24,13,1.00,true,false,education,complaints_appeals_legal|democratic_civic|education_training|government_employment|health_disability|immigration_citizenship|justice_public_safety|veterans_military,0.99,government_employee|job_applicant|student_learner,worked_for_government,q_government_work,1,q_civic_contact|q_complaint_appeal|q_education_training|q_government_work|q_health_disability|q_immigration|q_justice_safety|q_military_veterans,8,true,possible_sharing|sensitive_context,fixed_period,last_administrative_action,2.0,2.0,unknown,medium,consistent,false,false,false,false,false,"Records are retained for 2 years following expiry of eligibility list of a staffing action, or 2 years after last administrative use, whichever is later, then transferred to the employee personnel file - if applicable.","Les documents sont conservés pendant 2 ans après l’expiration de la liste d’admission des mesures de dotation ou après 2 ans suivant la dernière action administrative utilisée, selon l’option la plus récente. Par la suite, les documents sont transférés dans le dossier personnel de l’employé - Si applicable."
institution:ati-schedule-i-department-of-national-defence:DND PPU 791,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 791,Public Bank,Canadian Coast Guard College Officer Trainee Information,Renseignements sur les stagiaires-officiers du Collège de la Garde côtière canadienne,,,"[""name"", ""contact information"", ""date of birth"", ""educational information"", ""employee identification number"", ""employee personnel information"", ""place of birth"", ""information related to individual student performance""]","[""nom"", ""coordonnées"", ""date de naissance"", ""renseignements sur les études"", ""numéro d’identification d’employé"", ""renseignements personnels de l’employé"", ""lieu de naissance"", ""renseignements en lien avec le rendement de l’étudiant""]",PI_CAT-3|PI_CAT-8|PI_CAT-10|PI_CAT-12|PI_CAT-17|PI_CAT-22,6,1.00,true,false,education,education_training|government_employment|veterans_military,0.99,student_learner,,q_education_training,1,q_education_training|q_government_work|q_military_veterans,3,true,possible_sharing,fixed_period,unspecified_start,2.0,2.0,unknown,medium,consistent,false,false,false,false,false,Records for Training & Development are retained for 2 years after the completion of training then placed in the employee's personnel file.,"Les documents de formation et de développement sont conservés pendant 2 ans suivant l’achèvement de la formation, puis placés dans le dossier personnel de l’employé."
institution:ati-schedule-i-department-of-national-defence:DND PPU 790,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 790,Public Bank,Canadian Coast Guard College Campus Facilities,Installations du campus du collège de la Garde côtière canadienne,,,"[""biographical information"", ""contact information"", ""educational information"", ""gender"", ""name"", ""opinions or views of"", ""or about"", ""individuals"", ""other identification numbers (reservation number"", ""room number)"", ""photos"", ""signature"", ""special requests"", ""dietary restrictions"", ""preferences""]",[],PI_CAT-1|PI_CAT-3|PI_CAT-14|PI_CAT-17|PI_CAT-18|PI_CAT-19|PI_CAT-20|PI_CAT-24,8,1.00,true,false,education,education_training|veterans_military,0.98,,,q_education_training,1,q_education_training|q_military_veterans,2,true,possible_sharing,fixed_period,unspecified_start,7.0,7.0,destroy,medium,consistent,false,false,false,false,false,Records are retained for 7 years and then destroyed.,"Les documents sont conservés pendant sept ans, puis détruits."
institution:ati-schedule-i-department-of-national-defence:DND PPU 799,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 799,Public Bank,Canadian Coast Guard Monitoring and Compliance Program,Programme de surveillance et de conformité de la Garde côtière canadienne,,,"[""name"", ""biographical information"", ""date of birth"", ""contact information"", ""criminal history/checks"", ""employee personnel information"", ""financial information"", ""other identification numbers"", ""photos"", ""opinions"", ""or views"", ""of or about individuals""]",[],PI_CAT-1|PI_CAT-3|PI_CAT-7|PI_CAT-8|PI_CAT-12|PI_CAT-13|PI_CAT-17|PI_CAT-19|PI_CAT-20,9,1.00,false,false,,benefits_support|business_regulation|complaints_appeals_legal|government_employment|justice_public_safety|payments_debt|transport_licensing|veterans_military,0.99,,owed_or_paid_money,q_business_supplier,1,q_business_supplier|q_complaint_appeal|q_government_work|q_justice_safety|q_military_veterans|q_money_programs,6,true,possible_sharing|sensitive_context,policy_pending,unspecified_start,,,unknown,low,not_comparable,false,false,false,false,true,Under Development,
institution:ati-schedule-i-department-of-national-defence:DND PPE 858,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPE 858,Particular Bank,Pay Records File,Fichier des dossiers de paye,,,"[""biographical information (name, date of birth, marital status)"", ""contact information (mailing address, telephone number, email address)"", ""employee personnel information (rank, unit, employment status, periods of service, attendance records for Reserve Force Pay)"", ""financial"", ""credit information (pay entitlements, allowances, income tax deductions, CPP"", ""EI contributions, pension contributions, insurance premiums, loan repayment schedules, special benefit payments, garnishments, third-party allotments, overpayments"", ""debt recover records)"", ""unique personal identifiers (service number, pay file numbers)"", ""Social Insurance Number (SIN) (to administer pay"", ""deductions, meet mandatory reporting obligations under the Income Tax Act"", ""support data matching with federal pay"", ""taxation systems)"", ""private or confidential correspondence (letters or forms submitted by members or third parties regarding pay matters)""]","[""renseignements biographiques (nom, date de naissance, état civil)"", ""coordonnées (adresse postale, numéro de téléphone, adresse courriel)"", ""renseignements sur le personnel concernant l’employé (grade, unité, statut d’emploi, périodes de service, registres de présence pour la solde ‑ Réserve)"", ""renseignements financiers"", ""de crédit (droits liés à la solde, allocations, déductions d’impôt sur le revenu, cotisations au Régime de pensions du Canada (RPC)"", ""à l’assurance-emploi (AE), cotisations de retraite, primes d’assurance, calendriers de remboursement de prêts, versements de prestations spéciales, saisies-arrêts, affectations de tierces parties, trop-perçus"", ""dossiers de recouvrement)"", ""identificateurs personnels uniques (numéro matricule, numéros de dossier de paye)"", ""numéro d’assurance sociale (NAS) (pour administrer la solde"", ""déductions, respecter les obligations de déclaration en vertu de la Loi de l’impôt sur le revenu"", ""soutenir la correspondance des données avec les systèmes fédéraux de rémunération"", ""de fiscalité)"", ""correspondance privée ou confidentielle (lettres ou formulaires soumis par des militaires ou des tiers concernant des questions de rémunération)""]",PI_CAT-1|PI_CAT-3|PI_CAT-6|PI_CAT-8|PI_CAT-12|PI_CAT-13|PI_CAT-17|PI_CAT-25,8,1.00,true,false,,benefits_support|communications_engagement|contracts_procurement|culture_recreation_volunteering|government_employment|grants_contributions|indigenous_services|payments_debt|tax_customs_duties|veterans_military,0.96,representative_guardian|veteran_service_member,owed_or_paid_money,q_money_programs,1,q_business_supplier|q_civic_contact|q_culture_volunteer|q_government_work|q_indigenous_services|q_military_veterans|q_money_programs|q_tax_customs,8,true,possible_sharing|possible_third_party_information|sensitive_context,fixed_period,unspecified_start,54.0,54.0,destroy,medium,not_comparable,false,false,false,false,false,"The Master Pay Records for the regular force member were microfilmed on a regular basis and destroyed after 54 years. Since 1976, the records have been kept on computer disk/tape and are computer readable. Printed copies of records prior to 1976 are not available at this time but provisions will be made to permit viewing of records.",
institution:ati-schedule-i-department-of-national-defence:DND PPE 859,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPE 859,Particular Bank,Pension File,Dossier de pension,,,[],[],,0,,true,true,,benefits_support|communications_engagement|democratic_civic|family_vital_events|government_employment|payments_debt|tax_customs_duties|veterans_military,0.99,family_dependent|veteran_service_member,filed_tax_customs,q_government_work,1,q_civic_contact|q_family_vital|q_government_work|q_military_veterans|q_money_programs|q_tax_customs,6,true,possible_sharing|possible_third_party_information|sensitive_context,trigger_based,condition_or_status_end,,,transfer_to_archives,medium,no_numeric_periods,false,false,false,false,false,"Records are retained by Director Accounts Processing, Pay and Pensions until the member is released, at which time they are forwarded to Library and Archives Canada where they become integrated into bank LAC PPE 719.","Les dossiers sont gardés par le Directeur – Traitement des comptes (soldes et pensions), jusqu'à la libération du militaire puis ils sont envoyés à Bibliothèque et Archives Canada où ils deviennent partie intégrante du fichier numéro BAC PPE 719."
institution:ati-schedule-i-department-of-national-defence:DND PPU 065,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 065,Public Bank,Staffing Program,Programme de dotation,,,[],[],,0,,true,true,,democratic_civic|government_employment|veterans_military,0.88,job_applicant,applied_for_job,q_government_work,1,q_civic_contact|q_government_work|q_military_veterans,3,true,,trigger_based,condition_or_status_end,,,destroy,medium,no_numeric_periods,false,false,false,false,false,"Records have been maintained since 1989 and are destroyed: 1) immediately following requested removal from the inventory, or 2) if file/application is not updated annually.",On a tenu des registres depuis 1989 et on procède maintenant à leur destruction : 1) dès qu'on demande de les retirer de la liste; ou 2) si le dossier ou la demande ne fait pas l'objet d'une mise à jour annuelle.
institution:ati-schedule-i-department-of-national-defence:DND PPU 813,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,DND PPU 813,Public Bank,Public Key Infrastructure (PKI) Service Request Forms,Formulaires de demande de service pour l'infrastructure à clés publiques (ICP),,,[],[],PI_CAT-3|PI_CAT-10|PI_CAT-12|PI_CAT-17|PI_CAT-19|PI_CAT-24,6,1.00,false,false,,business_regulation|contracts_procurement|family_vital_events|health_disability|immigration_citizenship|transport_licensing|travel_border|veterans_military,0.98,contractor_supplier,,,0,q_business_supplier|q_family_vital|q_health_disability|q_immigration|q_military_veterans|q_travel_border,6,false,sensitive_context,fixed_period,employment_or_service_end,2.0,2.0,destroy,high,consistent,false,false,false,false,false,"All records are securely stored in a central repository in Ottawa, and are retained for two years after the individual is released from the Department and are then destroyed.","Tous les dossiers sont gardés en lieu sûr dans un dépôt central à Ottawa, sont conservés pendant deux ans après le départ du particulier du ministère, et sont ensuite détruits."
institution:ati-schedule-i-department-of-national-defence:MDN PPE 881,institution,ati-schedule-i-department-of-national-defence,2233,Department of National Defence,Ministère de la Défense nationale,MDN PPE 881,Particular Bank,,Programme relatif à l'explosion d'une grenade à Valcartier en 1974,,,[],"[""suivants"", ""Nom du demandeur"", ""Renseignements biographiques"", ""Coordonnées"", ""Genre"", ""État matrimonial"", ""Date de naissance"", ""Date du décès"", ""Informations sur la santé pertinentes à la demande"", ""Historique des services de santé"", ""prestations"", ""Renseignements financiers pour le traitement"", ""règlement des demandes"", ""Numéro d'identification"", ""Renseignements sur le service militaire"", ""ngue de préférence"", ""Signature""]",PI_CAT-1|PI_CAT-3|PI_CAT-8|PI_CAT-9|PI_CAT-13|PI_CAT-14|PI_CAT-15|PI_CAT-17|PI_CAT-24,9,1.00,false,false,,access_privacy|benefits_support|contracts_procurement|health_disability|veterans_military,0.86,contractor_supplier|deceased_next_of_kin|member_general_public|representative_guardian|veteran_service_member|victim_witness,,,0,q_access_privacy|q_business_supplier|q_family_vital|q_health_disability|q_justice_safety|q_military_veterans|q_money_programs,7,false,broad_population|possible_sharing|possible_third_party_information|sensitive_context,conditional_periods,last_administrative_action,2.0,,destroy,low,not_comparable,false,false,false,false,false,,"Les renseignements personnels décrits dans ce fichier sont conservés pendant au moins deux ans, conformément à la *Loi sur la protection des renseignements* *personnels* (sauf si la personne concernée consent expressément à ce que les renseignements soient détruits plus tôt). Les dossiers financiers relatifs aux demandes de prestation de soins de santé sont conservés pendant sept ans après la dernière mesure administrative inscrite au dossier. Les dossiers médicaux relatifs aux demandes de prestation de soins de santé sont conservés pendant 28 ans après la dernière mesure inscrite au dossier. Les renseignements sur les paiements d'indemnité de bienfaisance sont conservés pendant sept ans après le paiement. Au terme de cette période, les documents sont détruits. **Remarques :** Les renseignements personnels sur la santé recueillis par le MDN dans le cadre du Programme sont conservés dans le Système d'information sur la santé des Forces canadiennes (SISFC). Les renseignements personnels d'ordre financier sont conservés dans divers systèmes, conformément à l'autorité multidisciplinaire du MDN en ce qui concerne la fonction de contrôleur du Ministère et d'autres dossiers ministériels. Les militaires qui demandent des renseignements contenus dans ce fichier doivent fournir leur nom complet et leur numéro d'identification associé au Programme. **Évaluation des facteurs relatifs à la vie privée :** Une évaluation des facteurs relatifs à la vie privée (EFVP) portant sur le Programme a été mise à jour pour la dernière fois en mai 2021. Il est possible de consulter un résumé de cette EFVP sur notre site Web."
institution:ati-schedule-i-department-of-public-safety-and-emergency-preparedness:PS PPU 026,institution,ati-schedule-i-department-of-public-safety-and-emergency-preparedness,2235,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,PS PPU 026,Public Bank,National Security Records,Dossiers sur la sécurité nationale,,,"[""names"", ""contact information"", ""alias"", ""name variances"", ""biographical information"", ""personal connections"", ""biometric information"", ""citizenship"", ""immigration status"", ""credit information"", ""criminal history"", ""date of birth"", ""date of death"", ""educational information"", ""employee identification numbers"", ""description of physical attributes"", ""employment equity information"", ""employee personnel information"", ""financial information"", ""medical information""]",[],PI_CAT-1|PI_CAT-2|PI_CAT-3|PI_CAT-4|PI_CAT-6|PI_CAT-7|PI_CAT-8|PI_CAT-9|PI_CAT-10|PI_CAT-11|PI_CAT-12|PI_CAT-13|PI_CAT-16|PI_CAT-17|PI_CAT-21,15,1.00,true,false,education,emergency_assistance|government_employment|health_disability|immigration_citizenship|justice_public_safety,0.99,,,,0,q_emergency|q_government_work|q_health_disability|q_immigration|q_justice_safety,5,false,possible_sharing|sensitive_context,bounded_range,unspecified_start,10.0,50.0,unknown,medium,consistent,false,false,false,false,false,"Retention periods range from 10 to 50 years, depending on subject and then sent to Library and Archives Canada.","La période de conservation des documents est de 10 à 50 ans, selon le sujet et ensuite ils seront envoyés à Bibliothèque et Archives Canada."
institution:ati-schedule-i-department-of-public-safety-and-emergency-preparedness:PS PPU 040,institution,ati-schedule-i-department-of-public-safety-and-emergency-preparedness,2235,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,PS PPU 040,Public Bank,Security Clearance Records,Dossiers des autorisations sécuritaires,,,[],[],PI_CAT-7|PI_CAT-12,2,0.99,false,false,,communications_engagement|complaints_appeals_legal|contracts_procurement|emergency_assistance|justice_public_safety,0.98,,,,0,q_business_supplier|q_civic_contact|q_complaint_appeal|q_emergency|q_justice_safety,5,false,possible_sharing|sensitive_context,fixed_period,unspecified_start,20.0,20.0,transfer_to_archives,medium,consistent,false,false,false,false,false,Records are retained for 20 years and then transferred to Library and Archives Canada.,Les dossiers sont conservés pendant vingt ans et ensuite transférés à Bibliothèque et Archives Canada.
institution:ati-schedule-i-department-of-public-safety-and-emergency-preparedness:PS PPU 020,institution,ati-schedule-i-department-of-public-safety-and-emergency-preparedness,2235,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,PS PPU 020,Public Bank,National Crime Prevention Strategy,Stratégie nationale pour la prévention du crime,,,"[""names of individuals or representatives of organizations"", ""contact information"", ""financial information"", ""date of birth"", ""letters of support"", ""reference""]",[],PI_CAT-3|PI_CAT-8|PI_CAT-13|PI_CAT-17,4,1.00,false,false,,communications_engagement|emergency_assistance|indigenous_services,0.94,representative_guardian,,,0,q_civic_contact|q_emergency|q_indigenous_services,3,false,possible_sharing|possible_third_party_information,fixed_period,unspecified_start,2.0,2.0,destroy,medium,consistent,false,false,false,false,false,"Records will be retained by the institution for two years after the project is closed. At the end of the retention period, the records will be destroyed.","L'établissement conservera les dossiers pour une période de deux ans suivant la fin du projet, après quoi il détruira des dossiers."
institution:ati-schedule-i-department-of-public-safety-and-emergency-preparedness:PS PPU 039,institution,ati-schedule-i-department-of-public-safety-and-emergency-preparedness,2235,Department of Public Safety and Emergency Preparedness,Ministère de la Sécurité publique et de la Protection civile,PS PPU 039,Public Bank,Criminal Code Designations,Désignations du Code criminel,,,"[""name"", ""badge number"", ""contact information"", ""qualifications"", ""names of those who request the designation or revocation of individuals""]","[""nom"", ""numéro d'insigne"", ""coordonnées"", ""qualifications"", ""noms de ceux qui demandent la désignation ou la révocation des personnes""]",PI_CAT-2|PI_CAT-3|PI_CAT-17,3,1.00,false,false,,emergency_assistance|justice_public_safety,0.99,,,q_justice_safety,1,q_emergency|q_justice_safety,2,true,sensitive_context,conditional_periods,unspecified_start,,,destroy_or_transfer,low,consistent,false,false,false,false,false,"For electronic and video surveillance, records will be retained by the institution for 10 years. At the end of the retention period, the records will be transferred to Library and Archives Canada because they have been identified as having historical and archival value. For counterfeit and fingerprint examiners, records will be retained by the institution for 5 years. At the end of the retention period, the records will be destroyed as Library and Archives Canada has not identified these files as having archival value.","Les documents ayant trait à la surveillance électronique et vidéo seront conservés pendant 10 ans. À la fin du délai de conservation, elle transférera les documents à Bibliothèque et Archives Canada puisque l'on a déterminé qu'ils ont une valeur historique et archivistique. En ce qui concerne les documents des examinateurs de contrefaçon et d'empreinte digitale, ils seront conservés par l'institution pendant cinq ans. À la fin de la période de conservations, les documents seront détruits étant donné que Bibliothèque et Archives Canada n'a pas établi que ces documents avaient une valeur et archivistique."
